         4250359 function calls (3961221 primitive calls) in 47.377 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 mathdecl.py:120(Math_frexp)
        1    0.000    0.000    0.000    0.000 mathdecl.py:127(Math_ldexp)
        1    0.000    0.000    0.000    0.000 mathdecl.py:44(Math_atan2)
        1    0.000    0.000    0.000    0.000 mathdecl.py:54(Math_converter)
        1    0.000    0.000    0.000    0.000 mathdecl.py:66(Math_floor_ceil)
        1    0.000    0.000    0.000    0.000 mathdecl.py:77(Math_copysign)
        1    0.000    0.000    0.000    0.000 mathdecl.py:85(Math_hypot)
        1    0.000    0.000    0.000    0.000 mathdecl.py:95(Math_predicate)
       28    0.000    0.000    0.000    0.000 mathimpl.py:114(unary_math_int_impl)
        6    0.000    0.000    0.000    0.000 mathimpl.py:118(unary_math_intr)
       20    0.000    0.000    0.000    0.000 mathimpl.py:130(unary_math_extern)
        1    0.000    0.000    0.001    0.001 mathimpl.py:3(<module>)
       28    0.000    0.000    0.000    0.000 mathimpl.py:99(_unary_int_input_wrapper_impl)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.000    0.000    0.002    0.002 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:103(Macro)
        1    0.000    0.000    0.000    0.000 misc.py:114(MemInfoPointer)
        6    0.000    0.000    0.000    0.000 misc.py:121(__init__)
      378    0.000    0.000    0.000    0.000 misc.py:126(key)
        1    0.000    0.000    0.000    0.000 misc.py:131(CPointer)
        8    0.000    0.000    0.000    0.000 misc.py:137(__init__)
      744    0.000    0.000    0.000    0.000 misc.py:142(key)
        1    0.000    0.000    0.000    0.000 misc.py:147(EphemeralPointer)
        1    0.000    0.000    0.000    0.000 misc.py:155(EphemeralArray)
        1    0.000    0.000    0.000    0.000 misc.py:17(Phantom)
        1    0.000    0.000    0.000    0.000 misc.py:172(Object)
        1    0.000    0.000    0.000    0.000 misc.py:186(Optional)
        1    0.000    0.000    0.000    0.000 misc.py:232(NoneType)
        1    0.000    0.000    0.000    0.000 misc.py:24(Undefined)
        1    0.000    0.000    0.000    0.000 misc.py:246(EllipsisType)
        1    0.000    0.000    0.000    0.000 misc.py:252(ExceptionClass)
        1    0.000    0.000    0.000    0.000 misc.py:276(ExceptionInstance)
        1    0.000    0.000    0.000    0.000 misc.py:293(SliceType)
        2    0.000    0.000    0.000    0.000 misc.py:295(__init__)
     3412    0.002    0.000    0.002    0.000 misc.py:301(key)
        1    0.000    0.000    0.000    0.000 misc.py:306(ClassInstanceType)
        1    0.000    0.000    0.000    0.000 misc.py:34(RawPointer)
        1    0.000    0.000    0.000    0.000 misc.py:350(ClassType)
        1    0.000    0.000    0.000    0.000 misc.py:383(DeferredType)
        1    0.000    0.000    0.000    0.000 misc.py:40(Const)
        1    0.000    0.000    0.000    0.000 misc.py:410(ClassDataType)
      163    0.002    0.000    0.002    0.000 misc.py:46(__init__)
      283    0.000    0.000    0.000    0.000 misc.py:58(key)
        1    0.000    0.000    0.000    0.000 misc.py:63(Omitted)
        1    0.000    0.000    0.000    0.000 misc.py:77(VarArg)
        1    0.000    0.000    0.000    0.000 misc.py:8(PyObject)
       52    0.000    0.000    0.001    0.000 misc.py:84(__init__)
      166    0.000    0.000    0.000    0.000 misc.py:88(key)
        1    0.000    0.000    0.000    0.000 misc.py:93(Module)
        9    0.000    0.000    0.000    0.000 misc.py:94(__init__)
       37    0.000    0.000    0.000    0.000 misc.py:98(key)
        1    0.000    0.000    0.000    0.000 miscellany.py:1(<module>)
        1    0.000    0.000    0.001    0.001 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        3    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:156(__init__)
        1    0.000    0.000    0.000    0.000 model.py:168(build_backend_type)
        1    0.000    0.000    0.000    0.000 model.py:172(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:186(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:198(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:218(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:234(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:256(PointerType)
        3    0.000    0.000    0.000    0.000 model.py:259(__init__)
        2    0.000    0.000    0.000    0.000 model.py:267(build_backend_type)
        1    0.000    0.000    0.000    0.000 model.py:273(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:279(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:288(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:292(__init__)
        1    0.000    0.000    0.000    0.000 model.py:308(build_backend_type)
        1    0.000    0.000    0.000    0.000 model.py:320(StructOrUnionOrEnum)
        2    0.000    0.000    0.000    0.000 model.py:324(build_c_name_with_marker)
        1    0.000    0.000    0.000    0.000 model.py:328(force_the_name)
        1    0.000    0.000    0.000    0.000 model.py:337(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:343(__init__)
        1    0.000    0.000    0.000    0.000 model.py:474(StructType)
        1    0.000    0.000    0.000    0.000 model.py:478(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:482(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:555(unknown_type)
      6/2    0.000    0.000    0.001    0.000 model.py:57(get_cached_btype)
        5    0.000    0.000    0.000    0.000 model.py:572(global_cache)
       21    0.000    0.000    0.000    0.000 model.py:69(_get_items)
       21    0.000    0.000    0.000    0.000 model.py:70(<listcomp>)
        1    0.000    0.000    0.000    0.000 model.py:73(BaseType)
    21/13    0.000    0.000    0.000    0.000 model.py:82(__hash__)
        1    0.000    0.000    0.000    0.000 model.py:86(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:89(__init__)
        1    0.000    0.000    0.000    0.000 model.py:92(build_backend_type)
        1    0.000    0.000    0.000    0.000 model.py:98(BasePrimitiveType)
        1    0.000    0.000    0.004    0.004 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1011(UniTupleIter)
        1    0.000    0.000    0.000    0.000 models.py:1019(SliceModel)
        1    0.000    0.000    0.000    0.000 models.py:1021(__init__)
        1    0.000    0.000    0.000    0.000 models.py:1029(NPDatetimeModel)
      116    0.001    0.000    0.001    0.000 models.py:103(inner_types)
        1    0.000    0.000    0.000    0.000 models.py:1037(ArrayIterator)
        1    0.000    0.000    0.000    0.000 models.py:1046(EnumerateType)
        1    0.000    0.000    0.000    0.000 models.py:1055(ZipType)
        1    0.000    0.000    0.000    0.000 models.py:1063(RangeIteratorType)
        1    0.000    0.000    0.000    0.000 models.py:1074(GeneratorModel)
        1    0.000    0.000    0.000    0.000 models.py:11(DataModel)
        1    0.000    0.000    0.000    0.000 models.py:1129(ArrayCTypesModel)
        1    0.000    0.000    0.000    0.000 models.py:1137(RangeModel)
        1    0.000    0.000    0.000    0.000 models.py:1149(NdIndexModel)
     3039    0.001    0.000    0.001    0.000 models.py:116(has_nrt_meminfo)
        1    0.000    0.000    0.000    0.000 models.py:1180(NdIter)
        1    0.000    0.000    0.000    0.000 models.py:1215(DeferredStructModel)
        1    0.000    0.000    0.000    0.000 models.py:135(OmittedArgDataModel)
        1    0.000    0.000    0.000    0.000 models.py:154(BooleanModel)
       18    0.000    0.000    0.000    0.000 models.py:159(get_value_type)
       29    0.000    0.000    0.000    0.000 models.py:162(get_data_type)
       24    0.000    0.000    0.000    0.000 models.py:168(get_argument_type)
        4    0.000    0.000    0.000    0.000 models.py:171(as_data)
        4    0.000    0.000    0.000    0.000 models.py:174(as_argument)
        8    0.000    0.000    0.000    0.000 models.py:180(from_data)
        4    0.000    0.000    0.000    0.000 models.py:183(from_argument)
        1    0.000    0.000    0.000    0.000 models.py:190(PrimitiveModel)
       13    0.000    0.000    0.000    0.000 models.py:195(__init__)
    10412    0.008    0.000    0.008    0.000 models.py:199(get_value_type)
       36    0.000    0.000    0.000    0.000 models.py:202(as_data)
      168    0.000    0.000    0.000    0.000 models.py:205(as_argument)
        9    0.000    0.000    0.000    0.000 models.py:208(as_return)
       48    0.000    0.000    0.000    0.000 models.py:211(from_data)
      116    0.000    0.000    0.000    0.000 models.py:214(from_argument)
       30    0.000    0.000    0.000    0.000 models.py:217(from_return)
        1    0.000    0.000    0.000    0.000 models.py:221(ProxyModel)
        1    0.000    0.000    0.000    0.000 models.py:257(EnumModel)
        1    0.000    0.000    0.000    0.000 models.py:268(OpaqueModel)
        5    0.000    0.000    0.000    0.000 models.py:299(__init__)
        1    0.000    0.000    0.000    0.000 models.py:304(MemInfoModel)
      116    0.001    0.000    0.004    0.000 models.py:307(inner_types)
      116    0.000    0.000    0.000    0.000 models.py:310(has_nrt_meminfo)
      116    0.001    0.000    0.006    0.000 models.py:313(get_nrt_meminfo)
        1    0.000    0.000    0.000    0.000 models.py:321(IntegerModel)
        4    0.000    0.000    0.000    0.000 models.py:323(__init__)
        1    0.000    0.000    0.000    0.000 models.py:328(FloatModel)
        1    0.000    0.000    0.000    0.000 models.py:330(__init__)
       27    0.000    0.000    0.000    0.000 models.py:34(__init__)
        1    0.000    0.000    0.000    0.000 models.py:340(PointerModel)
        3    0.000    0.000    0.000    0.000 models.py:342(__init__)
        1    0.000    0.000    0.000    0.000 models.py:349(EphemeralPointerModel)
        1    0.000    0.000    0.000    0.000 models.py:366(EphemeralArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:389(ExternalFuncPointerModel)
        1    0.000    0.000    0.000    0.000 models.py:401(UniTupleModel)
        4    0.000    0.000    0.000    0.000 models.py:404(__init__)
       56    0.000    0.000    0.000    0.000 models.py:413(get_value_type)
        8    0.000    0.000    0.000    0.000 models.py:416(get_data_type)
       80    0.000    0.000    0.000    0.000 models.py:422(get_argument_type)
       16    0.000    0.000    0.001    0.000 models.py:425(as_argument)
       16    0.000    0.000    0.002    0.000 models.py:433(from_argument)
        4    0.000    0.000    0.001    0.000 models.py:440(as_data)
        4    0.000    0.000    0.001    0.000 models.py:448(from_data)
       45    0.000    0.000    0.000    0.000 models.py:45(get_data_type)
      268    0.003    0.000    0.004    0.000 models.py:462(traverse)
      268    0.001    0.000    0.001    0.000 models.py:465(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:472(CompositeModel)
        1    0.000    0.000    0.000    0.000 models.py:479(StructModel)
      722    0.001    0.000    0.001    0.000 models.py:48(get_argument_type)
        9    0.000    0.000    0.001    0.000 models.py:483(__init__)
        9    0.000    0.000    0.001    0.000 models.py:489(<listcomp>)
  431/428    0.001    0.000    0.001    0.000 models.py:498(get_value_type)
        9    0.000    0.000    0.000    0.000 models.py:500(<listcomp>)
        7    0.000    0.000    0.000    0.000 models.py:504(get_data_type)
        3    0.000    0.000    0.000    0.000 models.py:506(<listcomp>)
       40    0.000    0.000    0.001    0.000 models.py:510(get_argument_type)
       40    0.000    0.000    0.001    0.000 models.py:511(<listcomp>)
        4    0.000    0.000    0.000    0.000 models.py:513(get_return_type)
       10    0.000    0.000    0.004    0.000 models.py:516(_as)
       10    0.000    0.000    0.006    0.001 models.py:523(_from)
       42    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
        8    0.000    0.000    0.003    0.000 models.py:577(as_argument)
        8    0.000    0.000    0.005    0.001 models.py:580(from_argument)
        2    0.000    0.000    0.002    0.001 models.py:583(as_return)
        2    0.000    0.000    0.002    0.001 models.py:590(from_return)
        2    0.001    0.000    0.001    0.001 models.py:591(<listcomp>)
      186    0.001    0.000    0.010    0.000 models.py:595(get)
       70    0.000    0.000    0.003    0.000 models.py:616(set)
     3780    0.006    0.000    0.009    0.000 models.py:639(get_field_position)
     1511    0.002    0.000    0.005    0.000 models.py:650(get_type)
      348    0.001    0.000    0.009    0.000 models.py:674(traverse)
      116    0.001    0.000    0.009    0.000 models.py:675(getter)
      348    0.003    0.000    0.008    0.000 models.py:681(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:690(ComplexModel)
        1    0.000    0.000    0.000    0.000 models.py:702(TupleModel)
        2    0.000    0.000    0.000    0.000 models.py:705(__init__)
        2    0.000    0.000    0.000    0.000 models.py:706(<listcomp>)
        1    0.000    0.000    0.000    0.000 models.py:710(PairModel)
        1    0.000    0.000    0.000    0.000 models.py:718(ListPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:735(ListModel)
        1    0.000    0.000    0.000    0.000 models.py:748(ListIterModel)
        1    0.000    0.000    0.000    0.000 models.py:761(SetEntryModel)
        1    0.000    0.000    0.000    0.000 models.py:773(SetPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:793(SetModel)
        1    0.000    0.000    0.000    0.000 models.py:805(SetIterModel)
        1    0.000    0.000    0.000    0.000 models.py:819(ArrayModel)
       32    0.000    0.000    0.001    0.000 models.py:82(load_from_data_pointer)
        6    0.000    0.000    0.002    0.000 models.py:826(__init__)
        1    0.000    0.000    0.000    0.000 models.py:840(SmartArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:850(NestedArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:861(OptionalModel)
     2423    0.001    0.000    0.001    0.000 models.py:89(traverse)
        1    0.000    0.000    0.000    0.000 models.py:892(RecordModel)
        1    0.000    0.000    0.000    0.000 models.py:936(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 models.py:950(CharSeq)
      116    0.000    0.000    0.002    0.000 models.py:97(traverse_types)
        1    0.000    0.000    0.000    0.000 models.py:982(CContiguousFlatIter)
        1    0.000    0.000    0.000    0.000 models.py:998(FlatIter)
        2    0.000    0.000    0.004    0.002 module.py:1(<module>)
       44    0.001    0.000    0.001    0.000 module.py:104(name)
